Housing_Unit_Type,Region,City/Province,Year,Occupied Housing Units,Number of Households /a,Household Population /a,Total,One Floor,Two Floors,Three Floors,Four Floors,Five to 10 Floors,11 Floors or more,Not Reported,Not applicable
Condominium/Condotel,Region Xii (Soccsksargen),Sultan Kudarat,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xii (Soccsksargen),Sultan Kudarat,2020,1466.0,1482.0,5689.0,1466.0,1377.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Xii (Soccsksargen),Sultan Kudarat,2020,72.0,77.0,198.0,72.0,54.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Xii (Soccsksargen),Sultan Kudarat,2020,2.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Other Multi-Unit Residential,Region Xii (Soccsksargen),Sultan Kudarat,2020,597.0,602.0,2212.0,597.0,563.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Xii (Soccsksargen),Sultan Kudarat,2020,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Single House,Region Xii (Soccsksargen),Sultan Kudarat,2020,192648.0,199455.0,839319.0,192648.0,187137.0,5437.0,42.0,5.0,0.0,0.0,27.0,0.0
All Types Of Building,Region Xiii (Caraga),Agusan Del Norte *,2020,88064.0,90991.0,386125.0,88064.0,79269.0,8712.0,56.0,9.0,0.0,0.0,18.0,0.0
Apartment/Accessoria/Row House,Region Xiii (Caraga),Agusan Del Norte *,2020,437.0,443.0,1455.0,437.0,301.0,128.0,8.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xiii (Caraga),Agusan Del Norte *,2020,63.0,64.0,203.0,63.0,45.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Xiii (Caraga),Agusan Del Norte *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xiii (Caraga),Agusan Del Norte *,2020,1610.0,1647.0,6463.0,1610.0,1276.0,328.0,5.0,0.0,0.0,0.0,1.0,0.0
Institutional Living Quarter,Region Xiii (Caraga),Agusan Del Norte *,2020,2.0,2.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Xiii (Caraga),Agusan Del Norte *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xiii (Caraga),Agusan Del Norte *,2020,514.0,529.0,1898.0,514.0,398.0,114.0,0.0,2.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Xiii (Caraga),Agusan Del Norte *,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Single House,Region Xiii (Caraga),Agusan Del Norte *,2020,85438.0,88306.0,376099.0,85438.0,77248.0,8124.0,42.0,7.0,0.0,0.0,17.0,0.0
All Types Of Building,Region Xiii (Caraga),Agusan Del Sur,2020,171961.0,173953.0,737953.0,171961.0,157384.0,14460.0,67.0,3.0,2.0,0.0,33.0,12.0
Apartment/Accessoria/Row House,Region Xiii (Caraga),Agusan Del Sur,2020,431.0,431.0,1380.0,431.0,274.0,152.0,3.0,0.0,2.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xiii (Caraga),Agusan Del Sur,2020,174.0,176.0,618.0,174.0,123.0,46.0,3.0,2.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Xiii (Caraga),Agusan Del Sur,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xiii (Caraga),Agusan Del Sur,2020,1341.0,1373.0,5253.0,1341.0,1054.0,285.0,2.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Xiii (Caraga),Agusan Del Sur,2020,33.0,39.0,129.0,33.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Xiii (Caraga),Agusan Del Sur,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xiii (Caraga),Agusan Del Sur,2020,531.0,537.0,1825.0,531.0,357.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Xiii (Caraga),Agusan Del Sur,2020,12.0,12.0,39.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Single House,Region Xiii (Caraga),Agusan Del Sur,2020,169439.0,171385.0,728709.0,169439.0,155549.0,13797.0,59.0,1.0,0.0,0.0,33.0,0.0
All Types Of Building,Region Xiii (Caraga),City Of Butuan,2020,86483.0,89401.0,370902.0,86483.0,73023.0,13196.0,204.0,16.0,3.0,0.0,34.0,7.0
Apartment/Accessoria/Row House,Region Xiii (Caraga),City Of Butuan,2020,1910.0,1921.0,6284.0,1910.0,1332.0,536.0,38.0,1.0,3.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xiii (Caraga),City Of Butuan,2020,225.0,231.0,719.0,225.0,110.0,80.0,27.0,8.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Xiii (Caraga),City Of Butuan,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xiii (Caraga),City Of Butuan,2020,1593.0,1637.0,6278.0,1593.0,1092.0,492.0,7.0,1.0,0.0,0.0,1.0,0.0
Institutional Living Quarter,Region Xiii (Caraga),City Of Butuan,2020,59.0,64.0,198.0,59.0,20.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Xiii (Caraga),City Of Butuan,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xiii (Caraga),City Of Butuan,2020,822.0,835.0,2895.0,822.0,528.0,291.0,3.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Xiii (Caraga),City Of Butuan,2020,7.0,7.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Single House,Region Xiii (Caraga),City Of Butuan,2020,81867.0,84706.0,354511.0,81867.0,69941.0,11759.0,128.0,6.0,0.0,0.0,33.0,0.0
All Types Of Building,Region Xiii (Caraga),Dinagat Islands,2020,28447.0,29391.0,127963.0,28447.0,24909.0,3475.0,51.0,5.0,0.0,0.0,7.0,0.0
Apartment/Accessoria/Row House,Region Xiii (Caraga),Dinagat Islands,2020,8.0,8.0,26.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xiii (Caraga),Dinagat Islands,2020,24.0,24.0,78.0,24.0,18.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
Condominium/Condotel,Region Xiii (Caraga),Dinagat Islands,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xiii (Caraga),Dinagat Islands,2020,164.0,165.0,682.0,164.0,94.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Xiii (Caraga),Dinagat Islands,2020,2.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Not Reported,Region Xiii (Caraga),Dinagat Islands,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xiii (Caraga),Dinagat Islands,2020,54.0,55.0,191.0,54.0,16.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Xiii (Caraga),Dinagat Islands,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Single House,Region Xiii (Caraga),Dinagat Islands,2020,28195.0,29137.0,126982.0,28195.0,24774.0,3362.0,47.0,5.0,0.0,0.0,7.0,0.0
All Types Of Building,Region Xiii (Caraga),Surigao Del Norte,2020,123575.0,126542.0,528740.0,123575.0,106490.0,16412.0,552.0,95.0,2.0,0.0,22.0,2.0
Apartment/Accessoria/Row House,Region Xiii (Caraga),Surigao Del Norte,2020,1230.0,1269.0,4178.0,1230.0,434.0,662.0,102.0,32.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xiii (Caraga),Surigao Del Norte,2020,103.0,103.0,291.0,103.0,60.0,29.0,11.0,2.0,1.0,0.0,0.0,0.0
Condominium/Condotel,Region Xiii (Caraga),Surigao Del Norte,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xiii (Caraga),Surigao Del Norte,2020,1504.0,1565.0,6075.0,1504.0,1047.0,439.0,11.0,6.0,0.0,0.0,1.0,0.0
Institutional Living Quarter,Region Xiii (Caraga),Surigao Del Norte,2020,10.0,10.0,33.0,10.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
Not Reported,Region Xiii (Caraga),Surigao Del Norte,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xiii (Caraga),Surigao Del Norte,2020,377.0,379.0,1287.0,377.0,239.0,125.0,12.0,0.0,0.0,0.0,1.0,0.0
Other Types Of Building,Region Xiii (Caraga),Surigao Del Norte,2020,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Single House,Region Xiii (Caraga),Surigao Del Norte,2020,120349.0,123214.0,516874.0,120349.0,104707.0,15152.0,415.0,55.0,0.0,0.0,20.0,0.0
All Types Of Building,Region Xiii (Caraga),Surigao Del Sur,2020,147305.0,150535.0,640456.0,147305.0,126058.0,20958.0,258.0,7.0,2.0,0.0,16.0,6.0
Apartment/Accessoria/Row House,Region Xiii (Caraga),Surigao Del Sur,2020,347.0,360.0,1144.0,347.0,128.0,197.0,22.0,0.0,0.0,0.0,0.0,0.0
Commercial/Industrial/Agricultural,Region Xiii (Caraga),Surigao Del Sur,2020,125.0,133.0,442.0,125.0,75.0,34.0,15.0,0.0,1.0,0.0,0.0,0.0
Condominium/Condotel,Region Xiii (Caraga),Surigao Del Sur,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duplex,Region Xiii (Caraga),Surigao Del Sur,2020,2175.0,2258.0,8731.0,2175.0,1195.0,970.0,10.0,0.0,0.0,0.0,0.0,0.0
Institutional Living Quarter,Region Xiii (Caraga),Surigao Del Sur,2020,13.0,13.0,40.0,13.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
Not Reported,Region Xiii (Caraga),Surigao Del Sur,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Multi-Unit Residential,Region Xiii (Caraga),Surigao Del Sur,2020,945.0,972.0,3508.0,945.0,413.0,524.0,8.0,0.0,0.0,0.0,0.0,0.0
Other Types Of Building,Region Xiii (Caraga),Surigao Del Sur,2020,6.0,6.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Single House,Region Xiii (Caraga),Surigao Del Sur,2020,143694.0,146793.0,626580.0,143694.0,124241.0,19227.0,203.0,7.0,0.0,0.0,16.0,0.0
