Region,IncomeGroup,Value,Year
City of Olongapo,4th Decile,2552.52,2023
REGION IVA - CALABARZON,6th Decile,189844.33,2023
Batangas,7th Decile,31639.43,2023
Cavite,8th Decile,52854.2,2023
Laguna,9th Decile,43380.88,2023
Quezon (Excluding City of Lucena),10th Decile,11630.54,2023
City of Lucena,All Income Groups,2439.65,2023
Rizal,1st Decile,40224.12,2023
MIMAROPA REGION,3rd Decile,19062.68,2023
Marinduque,4th Decile,1484.08,2023
Occidental Mindoro,5th Decile,2926.43,2023
Oriental Mindoro,6th Decile,5681.65,2023
Palawan (Excluding City of Puerto Princesa),7th Decile,5711.3,2023
City of Puerto Princesa,8th Decile,2595.03,2023
Romblon,9th Decile,1381.93,2023
REGION V - BICOL REGION,All Income Groups,33484.69,2023
Albay,1st Decile,8083.39,2023
Camarines Norte,2nd Decile,3888.86,2023
Camarines Sur,3rd Decile,11916.27,2023
Catanduanes,4th Decile,1363.97,2023
Masbate,5th Decile,4413.19,2023
Sorsogon,6th Decile,3661.62,2023
REGION VI - WESTERN VISAYAS,8th Decile,35641.14,2023
Aklan,9th Decile,4606.31,2023
Antique,10th Decile,4338.42,2023
Capiz,All Income Groups,5226.59,2023
Iloilo (Excluding City of Iloilo),1st Decile,15025.71,2023
City of Iloilo,2nd Decile,4777.84,2023
Guimaras,3rd Decile,1240.1,2023
NEGROS ISLAND REGION,5th Decile,30395.5,2023
Negros Occidental (Excluding City of Bacolod),6th Decile,15598.14,2023
City of Bacolod,7th Decile,5351.05,2023
Negros Oriental,8th Decile,8059.1,2023
Siquijor,9th Decile,788.34,2023
REGION VII - CENTRAL VISAYAS,All Income Groups,54611.39,2023
Bohol,1st Decile,9206.78,2023
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue),2nd Decile,23889.8,2023
City of Cebu,3rd Decile,9753.8,2023
City of Lapu-Lapu (Opon),4th Decile,6024.32,2023
City of Mandaue ,5th Decile,5482.94,2023
REGION VIII - EASTERN VISAYAS,7th Decile,27301.11,2023
Eastern Samar,8th Decile,2840.02,2023
Leyte (Excluding City of Tacloban),9th Decile,11088.38,2023
City of Tacloban,10th Decile,2154.7,2023
Northern Samar,All Income Groups,3931.51,2023
Samar (Western Samar),1st Decile,3729.53,2023
Southern Leyte,2nd Decile,2595.05,2023
Biliran,3rd Decile,1071.62,2023
REGION IX - ZAMBOANGA PENINSULA,5th Decile,20892.89,2023
Zamboanga Del Norte,6th Decile,4904.85,2023
Zamboanga Del Sur (Excluding City of Zamboanga),7th Decile,4246.93,2023
City of Zamboanga,8th Decile,5952.81,2023
Zamboanga Sibugay,9th Decile,3516.26,2023
Isabela City,10th Decile,745.23,2023
REGION X - NORTHERN MINDANAO,1st Decile,34364.75,2023
Bukidnon,2nd Decile,9026.41,2023
Camiguin,3rd Decile,657.54,2023
Lanao Del Norte (Excluding City of Iligan),4th Decile,3280.54,2023
City of Iligan,5th Decile,3226.39,2023
Misamis Occidental,6th Decile,3264,2023
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",7th Decile,6449.74,2023
City of Cagayan de Oro,8th Decile,7612.39,2023
REGION XI - DAVAO REGION,10th Decile,42765.71,2023
Davao Del Norte,All Income Groups,6750.76,2023
Davao Del Sur (Excluding City of Davao),1st Decile,5617.75,2023
City of Davao,2nd Decile,21823.04,2023
Davao Oriental,3rd Decile,2915.92,2023
Davao De Oro,4th Decile,4715.42,2023
Davao Occidental,5th Decile,1564.32,2023
REGION XII - SOCCSKSARGEN1/,7th Decile,28662.83,2023
Cotabato (North Cotabato),8th Decile,9626.89,2023
South Cotabato (Excluding City of General Santos),9th Decile,6188.35,2023
City of General Santos (Dadiangas),10th Decile,5389.31,2023
Sultan Kudarat,All Income Groups,3968.13,2023
Sarangani,1st Decile,2711.89,2023
CARAGA,3rd Decile,16423.48,2023
Agusan Del Norte (Excluding City of Butuan),4th Decile,2230,2023
City of Butuan,5th Decile,3165.99,2023
Agusan Del Sur,6th Decile,3697.11,2023
Surigao Del Norte,7th Decile,4163.94,2023
Surigao Del Sur,8th Decile,3525.9,2023
Dinagat Islands,9th Decile,759.07,2023
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,All Income Groups,17030.41,2023
Basilan,1st Decile,1270.38,2023
Lanao Del Sur,2nd Decile,4186.53,2023
Maguindanao ,3rd Decile,3511.52,2023
Maguindanao del Norte,4th Decile,1840.75,2023
Maguindanao del Sur,5th Decile,1670.77,2023
Sulu,6th Decile,3769.96,2023
Tawi-Tawi,7th Decile,1334.62,2023
Cotabato City,8th Decile,1305.55,2023
"Source: Family Income and Expenditure Survey, Philippine Statistics Authority",9th Decile,,2023
Notes:,All Income Groups,,2023
p - Estimates are preliminary and may change,1st Decile,,2023
"1/ The 2018 and 2021 estimates still include the 63 barangays from North Cotabato. Meanwhile, in 2023, these are part of BARMM already. Hence, estimates for 2018 and 2021, and 2023 for Region XII are not comparable.",2nd Decile,,2023
"2/ The 2018 and 2021 estimates exclude the 63 barangays from North Cotabato, which are now part of BARMM in 2023. Hence, estimates for 2018 and 2021, and 2023 for BARMM are not comparable.",3rd Decile,,2023
Details may not add up to total due to rounding.,4th Decile,,2023
PHILIPPINES,5th Decile,1143798.18,2023
NATIONAL CAPITAL REGION,7th Decile,208683.05,2023
NCR I,8th Decile,,2023
City of Manila,9th Decile,30157.34,2023
NCR II,10th Decile,,2023
City of Mandaluyong,All Income Groups,11302.84,2023
City of San Juan,1st Decile,1851.47,2023
Quezon City,2nd Decile,41553.4,2023
City of Marikina,3rd Decile,6708.86,2023
City of Pasig,4th Decile,13573.81,2023
NCR III,5th Decile,,2023
City of Caloocan,6th Decile,18023.03,2023
City of Malabon,7th Decile,3632.12,2023
City of Navotas,8th Decile,2340.4,2023
City of Valenzuela,9th Decile,8269.32,2023
NCR IV,10th Decile,,2023
City of Las Piñas,All Income Groups,11876.12,2023
City of Muntinlupa,1st Decile,8543.02,2023
City of Parañaque,2nd Decile,12005.04,2023
Pasay City,3rd Decile,6863.36,2023
City of Makati,4th Decile,15649.22,2023
Pateros,5th Decile,847.15,2023
City of Taguig,6th Decile,17123.33,2023
CAR - CORDILLERA ADMINISTRATIVE REGION,8th Decile,20237.36,2023
Abra,9th Decile,1742.1,2023
Benguet (Excluding City of Baguio),10th Decile,5456.58,2023
City of Baguio,All Income Groups,5831.41,2023
Ifugao,1st Decile,1551.73,2023
Kalinga,2nd Decile,1890.83,2023
Mountain Province,3rd Decile,1339.21,2023
Apayao,4th Decile,1128.88,2023
REGION I - ILOCOS REGION,6th Decile,49819,2023
Ilocos Norte,7th Decile,6819.18,2023
Ilocos Sur,8th Decile,6635.85,2023
La Union,9th Decile,9198.04,2023
Pangasinan,10th Decile,23738.63,2023
REGION II - CAGAYAN VALLEY,1st Decile,31892.21,2023
Batanes,2nd Decile,270.69,2023
Cagayan,3rd Decile,11002.32,2023
Isabela,4th Decile,14317.06,2023
Nueva Vizcaya,5th Decile,4482.5,2023
Quirino,6th Decile,1680.78,2023
REGION III - CENTRAL LUZON,8th Decile,134118.59,2023
Aurora,9th Decile,1808.66,2023
Bataan,10th Decile,9469.98,2023
Bulacan,All Income Groups,38859.48,2023
Nueva Ecija,1st Decile,22610.58,2023
Pampanga (Excluding City of Angeles),2nd Decile,27841.23,2023
City of Angeles,3rd Decile,7785.74,2023
Tarlac,4th Decile,14509.09,2023
Zambales (Excluding City of Olongapo),5th Decile,5964.7,2023
City of Olongapo,6th Decile,2554.26,2023
REGION IVA - CALABARZON,8th Decile,210363.29,2023
Batangas,9th Decile,37867.52,2023
Cavite,10th Decile,57280.39,2023
Laguna,All Income Groups,51280.57,2023
Quezon (Excluding City of Lucena),1st Decile,13607.76,2023
City of Lucena,2nd Decile,2532.32,2023
Rizal,3rd Decile,44402.91,2023
MIMAROPA REGION,5th Decile,22951.97,2023
Marinduque,6th Decile,1700.7,2023
Occidental Mindoro,7th Decile,3707.63,2023
Oriental Mindoro,8th Decile,5999.17,2023
Palawan (Excluding City of Puerto Princesa),9th Decile,5884.27,2023
City of Puerto Princesa,10th Decile,3284.68,2023
Romblon,All Income Groups,1698.78,2023
REGION V - BICOL REGION,2nd Decile,39621.97,2023
Albay,3rd Decile,9629.04,2023
Camarines Norte,4th Decile,3962.85,2023
Camarines Sur,5th Decile,15260.58,2023
Catanduanes,6th Decile,1768.24,2023
Masbate,7th Decile,4970.94,2023
Sorsogon,8th Decile,4185.94,2023
REGION VI - WESTERN VISAYAS,10th Decile,40625.57,2023
Aklan,All Income Groups,5410.07,2023
Antique,1st Decile,4393.93,2023
Capiz,2nd Decile,6316.73,2023
Iloilo (Excluding City of Iloilo),3rd Decile,17735.13,2023
City of Iloilo,4th Decile,5099.52,2023
Guimaras,5th Decile,1267.97,2023
NEGROS ISLAND REGION,7th Decile,35622.07,2023
Negros Occidental (Excluding City of Bacolod),8th Decile,18074.33,2023
City of Bacolod,9th Decile,6656.25,2023
Negros Oriental,10th Decile,10863.66,2023
Siquijor,All Income Groups,940.58,2023
REGION VII - CENTRAL VISAYAS,2nd Decile,64962.98,2023
Bohol,3rd Decile,10410.39,2023
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue),4th Decile,27903.89,2023
City of Cebu,5th Decile,11227.43,2023
City of Lapu-Lapu (Opon),6th Decile,6107.64,2023
City of Mandaue ,7th Decile,6132.39,2023
REGION VIII - EASTERN VISAYAS,9th Decile,31691.29,2023
Eastern Samar,10th Decile,3408.78,2023
Leyte (Excluding City of Tacloban),All Income Groups,12342.04,2023
City of Tacloban,1st Decile,2946.45,2023
Northern Samar,2nd Decile,4595.9,2023
Samar (Western Samar),3rd Decile,4359.29,2023
Southern Leyte,4th Decile,3104.69,2023
Biliran,5th Decile,1350.96,2023
REGION IX - ZAMBOANGA PENINSULA,7th Decile,23626.47,2023
Zamboanga Del Norte,8th Decile,5617.15,2023
Zamboanga Del Sur (Excluding City of Zamboanga),9th Decile,5061.9,2023
City of Zamboanga,10th Decile,6643.23,2023
Zamboanga Sibugay,All Income Groups,4296.88,2023
Isabela City,1st Decile,929.12,2023
REGION X - NORTHERN MINDANAO,3rd Decile,39355.39,2023
Bukidnon,4th Decile,9971.43,2023
Camiguin,5th Decile,730.78,2023
Lanao Del Norte (Excluding City of Iligan),6th Decile,4055.36,2023
City of Iligan,7th Decile,3749.72,2023
Misamis Occidental,8th Decile,4059.09,2023
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",9th Decile,6962.73,2023
City of Cagayan de Oro,10th Decile,8348.88,2023
REGION XI - DAVAO REGION,1st Decile,50732.48,2023
Davao Del Norte,2nd Decile,7433.37,2023
Davao Del Sur (Excluding City of Davao),3rd Decile,6054.68,2023
City of Davao,4th Decile,27593.06,2023
Davao Oriental,5th Decile,3346.89,2023
Davao De Oro,6th Decile,5496.87,2023
Davao Occidental,7th Decile,1567.88,2023
REGION XII - SOCCSKSARGEN1/,9th Decile,33371.18,2023
Cotabato (North Cotabato),10th Decile,10949.55,2023
South Cotabato (Excluding City of General Santos),All Income Groups,7486.74,2023
City of General Santos (Dadiangas),1st Decile,5995.59,2023
Sultan Kudarat,2nd Decile,5027.7,2023
Sarangani,3rd Decile,3333.05,2023
CARAGA,5th Decile,19702.58,2023
Agusan Del Norte (Excluding City of Butuan),6th Decile,2525.28,2023
City of Butuan,7th Decile,4183.42,2023
Agusan Del Sur,8th Decile,3792.57,2023
Surigao Del Norte,9th Decile,4372.22,2023
Surigao Del Sur,10th Decile,3546.99,2023
Dinagat Islands,All Income Groups,843.92,2023
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,2nd Decile,17971.99,2023
Basilan,3rd Decile,1323.92,2023
Lanao Del Sur,4th Decile,4465.23,2023
Maguindanao ,5th Decile,3629.69,2023
Maguindanao del Norte,6th Decile,1895.9,2023
Maguindanao del Sur,7th Decile,1733.79,2023
Sulu,8th Decile,3783.48,2023
Tawi-Tawi,9th Decile,1561.75,2023
Cotabato City,10th Decile,1534.12,2023
"Source: Family Income and Expenditure Survey, Philippine Statistics Authority",All Income Groups,,2023
Notes:,2nd Decile,,2023
p - Estimates are preliminary and may change,3rd Decile,,2023
"1/ The 2018 and 2021 estimates still include the 63 barangays from North Cotabato. Meanwhile, in 2023, these are part of BARMM already. Hence, estimates for 2018 and 2021, and 2023 for Region XII are not comparable.",4th Decile,,2023
"2/ The 2018 and 2021 estimates exclude the 63 barangays from North Cotabato, which are now part of BARMM in 2023. Hence, estimates for 2018 and 2021, and 2023 for BARMM are not comparable.",5th Decile,,2023
Details may not add up to total due to rounding.,6th Decile,,2023
PHILIPPINES,7th Decile,1408474.25,2023
NATIONAL CAPITAL REGION,9th Decile,234340.51,2023
NCR I,10th Decile,,2023
City of Manila,All Income Groups,31476.92,2023
NCR II,1st Decile,,2023
City of Mandaluyong,2nd Decile,12524.95,2023
City of San Juan,3rd Decile,4226.9,2023
Quezon City,4th Decile,44645.26,2023
City of Marikina,5th Decile,8202.01,2023
City of Pasig,6th Decile,16769.11,2023
NCR III,7th Decile,,2023
City of Caloocan,8th Decile,19089.52,2023
City of Malabon,9th Decile,4682.16,2023
City of Navotas,10th Decile,2761.59,2023
City of Valenzuela,All Income Groups,8139.7,2023
NCR IV,1st Decile,,2023
City of Las Piñas,2nd Decile,14072.9,2023
City of Muntinlupa,3rd Decile,10218.37,2023
City of Parañaque,4th Decile,14393.33,2023
Pasay City,5th Decile,6914.58,2023
City of Makati,6th Decile,18259.65,2023
Pateros,7th Decile,1004.92,2023
City of Taguig,8th Decile,18880.56,2023
CAR - CORDILLERA ADMINISTRATIVE REGION,10th Decile,22973.95,2023
Abra,All Income Groups,2142.13,2023
Benguet (Excluding City of Baguio),1st Decile,6069.14,2023
City of Baguio,2nd Decile,5515.99,2023
Ifugao,3rd Decile,2021.26,2023
Kalinga,4th Decile,2499.14,2023
Mountain Province,5th Decile,1685.43,2023
Apayao,6th Decile,1406.27,2023
REGION I - ILOCOS REGION,8th Decile,59085.74,2023
Ilocos Norte,9th Decile,7552.85,2023
Ilocos Sur,10th Decile,8293.15,2023
La Union,All Income Groups,11806.84,2023
Pangasinan,1st Decile,30953.32,2023
REGION II - CAGAYAN VALLEY,3rd Decile,39082.67,2023
Batanes,4th Decile,365.79,2023
Cagayan,5th Decile,13426.19,2023
Isabela,6th Decile,18014.85,2023
Nueva Vizcaya,7th Decile,5092.64,2023
Quirino,8th Decile,2049.76,2023
REGION III - CENTRAL LUZON,10th Decile,153606.87,2023
Aurora,All Income Groups,2374.78,2023
Bataan,1st Decile,11637.52,2023
Bulacan,2nd Decile,46692.62,2023
Nueva Ecija,3rd Decile,23756.34,2023
Pampanga (Excluding City of Angeles),4th Decile,30527.82,2023
City of Angeles,5th Decile,8178.31,2023
Tarlac,6th Decile,18206.08,2023
Zambales (Excluding City of Olongapo),7th Decile,6981.47,2023
City of Olongapo,8th Decile,3106.78,2023
REGION IVA - CALABARZON,10th Decile,256395.36,2023
Batangas,All Income Groups,44228.13,2023
Cavite,1st Decile,76099.32,2023
Laguna,2nd Decile,58380.15,2023
Quezon (Excluding City of Lucena),3rd Decile,14819.26,2023
City of Lucena,4th Decile,3439.64,2023
Rizal,5th Decile,52516.61,2023
MIMAROPA REGION,7th Decile,28244.71,2023
Marinduque,8th Decile,2161.66,2023
Occidental Mindoro,9th Decile,4936.32,2023
Oriental Mindoro,10th Decile,7262.11,2023
Palawan (Excluding City of Puerto Princesa),All Income Groups,7633.99,2023
City of Puerto Princesa,1st Decile,4247.22,2023
Romblon,2nd Decile,2425.79,2023
REGION V - BICOL REGION,4th Decile,53726.09,2023
Albay,5th Decile,12976.74,2023
Camarines Norte,6th Decile,5347.36,2023
Camarines Sur,7th Decile,23423.04,2023
Catanduanes,8th Decile,2468.26,2023
Masbate,9th Decile,6190.75,2023
Sorsogon,10th Decile,5705.35,2023
REGION VI - WESTERN VISAYAS,1st Decile,56346.76,2023
Aklan,2nd Decile,7834.68,2023
Antique,3rd Decile,7134.81,2023
Capiz,4th Decile,7358.11,2023
Iloilo (Excluding City of Iloilo),5th Decile,24106.35,2023
City of Iloilo,6th Decile,6946.12,2023
Guimaras,7th Decile,1878.86,2023
NEGROS ISLAND REGION,9th Decile,45193.46,2023
Negros Occidental (Excluding City of Bacolod),10th Decile,19030.81,2023
City of Bacolod,All Income Groups,7417.82,2023
Negros Oriental,1st Decile,13585.14,2023
Siquijor,2nd Decile,1094.49,2023
REGION VII - CENTRAL VISAYAS,4th Decile,75310.01,2023
Bohol,5th Decile,13296.8,2023
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue),6th Decile,32444.03,2023
City of Cebu,7th Decile,12124.16,2023
City of Lapu-Lapu (Opon),8th Decile,7708.37,2023
City of Mandaue ,9th Decile,6385.53,2023
REGION VIII - EASTERN VISAYAS,All Income Groups,45653.03,2023
Eastern Samar,1st Decile,4733.35,2023
Leyte (Excluding City of Tacloban),2nd Decile,18152.39,2023
City of Tacloban,3rd Decile,3789.41,2023
Northern Samar,4th Decile,5909.83,2023
Samar (Western Samar),5th Decile,5951.91,2023
Southern Leyte,6th Decile,4122.3,2023
Biliran,7th Decile,2030.85,2023
REGION IX - ZAMBOANGA PENINSULA,9th Decile,30307.98,2023
Zamboanga Del Norte,10th Decile,7013.25,2023
Zamboanga Del Sur (Excluding City of Zamboanga),All Income Groups,7684.08,2023
City of Zamboanga,1st Decile,7701.29,2023
Zamboanga Sibugay,2nd Decile,5976.01,2023
Isabela City,3rd Decile,1092.76,2023
REGION X - NORTHERN MINDANAO,5th Decile,50412,2023
Bukidnon,6th Decile,11889.66,2023
Camiguin,7th Decile,1160.52,2023
Lanao Del Norte (Excluding City of Iligan),8th Decile,5261.25,2023
City of Iligan,9th Decile,4770.37,2023
Misamis Occidental,10th Decile,6295.52,2023
"Misamis Oriental 
(Excluding City of Cagayan de Oro)",All Income Groups,9403.88,2023
City of Cagayan de Oro,1st Decile,10308.5,2023
REGION XI - DAVAO REGION,3rd Decile,66598.19,2023
Davao Del Norte,4th Decile,8448.1,2023
Davao Del Sur (Excluding City of Davao),5th Decile,8233.83,2023
City of Davao,6th Decile,31293.98,2023
Davao Oriental,7th Decile,4186.62,2023
Davao De Oro,8th Decile,6957.8,2023
Davao Occidental,9th Decile,2127.18,2023
REGION XII - SOCCSKSARGEN1/,All Income Groups,41310.92,2023
Cotabato (North Cotabato),1st Decile,14202.64,2023
South Cotabato (Excluding City of General Santos),2nd Decile,8623.23,2023
City of General Santos (Dadiangas),3rd Decile,8429.39,2023
Sultan Kudarat,4th Decile,6313.84,2023
Sarangani,5th Decile,4295.39,2023
CARAGA,7th Decile,25685.53,2023
Agusan Del Norte (Excluding City of Butuan),8th Decile,3246.51,2023
City of Butuan,9th Decile,5471.45,2023
Agusan Del Sur,10th Decile,5144.98,2023
Surigao Del Norte,All Income Groups,6445.93,2023
Surigao Del Sur,1st Decile,4688.68,2023
Dinagat Islands,2nd Decile,1088.87,2023
BARMM - BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (includes the 63 barangays from Cotabato for 2023)2/,4th Decile,19384.36,2023
Basilan,5th Decile,1467.64,2023
Lanao Del Sur,6th Decile,4776.13,2023
Maguindanao ,7th Decile,3887.83,2023
Maguindanao del Norte,8th Decile,1964.5,2023
Maguindanao del Sur,9th Decile,1923.33,2023
Sulu,10th Decile,4427.33,2023
Tawi-Tawi,All Income Groups,1783.63,2023
Cotabato City,1st Decile,1697.68,2023
"Source: Family Income and Expenditure Survey, Philippine Statistics Authority",2nd Decile,,2023
Notes:,4th Decile,,2023
p - Estimates are preliminary and may change,5th Decile,,2023
"1/ The 2018 and 2021 estimates still include the 63 barangays from North Cotabato. Meanwhile, in 2023, these are part of BARMM already. Hence, estimates for 2018 and 2021, and 2023 for Region XII are not comparable.",6th Decile,,2023
"2/ The 2018 and 2021 estimates exclude the 63 barangays from North Cotabato, which are now part of BARMM in 2023. Hence, estimates for 2018 and 2021, and 2023 for BARMM are not comparable.",7th Decile,,2023
Details may not add up to total due to rounding.,8th Decile,,2023
PHILIPPINES,9th Decile,2460817.96,2023
NATIONAL CAPITAL REGION,All Income Groups,427620.84,2023
NCR I,1st Decile,,2023
City of Manila,2nd Decile,47901.45,2023
NCR II,3rd Decile,,2023
City of Mandaluyong,4th Decile,21743.44,2023
City of San Juan,5th Decile,6886.4,2023
Quezon City,6th Decile,74062.25,2023
City of Marikina,7th Decile,13378.77,2023
City of Pasig,8th Decile,32787.96,2023
NCR III,9th Decile,,2023
City of Caloocan,10th Decile,23783.1,2023
City of Malabon,All Income Groups,5668.04,2023
City of Navotas,1st Decile,3087.7,2023
City of Valenzuela,2nd Decile,11374.83,2023
NCR IV,3rd Decile,,2023
City of Las Piñas,4th Decile,17973.95,2023
City of Muntinlupa,5th Decile,14718.31,2023
City of Parañaque,6th Decile,26851.75,2023
Pasay City,7th Decile,9637.41,2023
City of Makati,8th Decile,57709.27,2023
Pateros,9th Decile,1319.84,2023
City of Taguig,10th Decile,37096.64,2023
CAR - CORDILLERA ADMINISTRATIVE REGION,1st Decile,35018.98,2023
Abra,2nd Decile,3786.94,2023
Benguet (Excluding City of Baguio),3rd Decile,8524.36,2023
City of Baguio,4th Decile,8056.36,2023
